1 3 5 6.0
0 4 5 -5.91
1 5 4 6.0
0 6 5 -6.0
1 6 4 6.0
0 2 5 -6.0
1 5 3 6.34
0 4 2 -4.35
1 5 1 3.05
0 4 1 -3.77
1 5 5 4.76
0 7 4 -4.65
1 7 5 3.94
0 7 6 -3.96
1 2 4 3.91
0 3 2 -4.03
1 2 2 3.73
0 1 3 -4.4
1 5 2 4.74
0 2 1 -3.35
1 4 6 3.61
0 2 3 -4.51
1 4 0 5.5
0 4 7 -6.23
1 3 6 7.16
0 2 6 -8.44
1 1 4 9.12
0 1 5 -9.35
1 0 3 7.06
0 0 4 -6.95
1 0 5 7.67
0 6 6 -7.63
1 0 2 8.73
0 1 6 -8.29
1 1 2 7.34
0 7 3 -6.48
1 0 7 6.16
0 6 3 -7.18
1 7 7 7.14
0 3 1 -7.81
1 6 2 6.98
0 7 2 -6.62
1 3 0 8.2
0 6 7 -64
1 5 7 64
0 5 6 -6.0
1 2 0 6.0
0 6 0 -6.0
1 7 1 6.0
0 5 0 -6.0
1 6 1 6.0
0 1 0 -6.0
1 1 1 6.0
0 0 0 -6.0
1 0 1 6.0
0 1 7 -6.0
1 0 6 6.0
0 2 7 -6.0
1 3 7 6.0
0 7 0 -6.0
