1 3 5 -20.0
0 2 3 20.0
1 5 2 -20.0
0 5 3 20.0
1 4 2 -20.0
0 4 5 20.0
1 2 5 -20.0
0 5 5 20.0
1 2 4 -20.0
0 1 4 20.0
1 1 5 -20.0
0 3 2 20.0
1 2 1 -20.0
0 2 6 20.0
1 5 4 -20.0
0 6 4 20.0
1 3 6 -20.0
0 4 6 4.13
1 0 4 -2.77
0 2 2 4.43
1 1 3 -5.33
0 0 5 6.08
1 0 6 -7.53
0 0 2 5.88
1 2 7 -5.88
0 1 2 5.88
1 3 7 -5.88
0 5 1 5.88
1 5 6 -8.34
0 3 1 8.8
1 4 1 -9.41
0 6 7 8.07
1 6 5 -6.81
0 4 7 6.09
1 7 3 -8.11
0 6 3 7.45
1 7 2 -7.91
0 7 5 9.55
1 7 4 -9.08
0 7 1 7.18
1 6 2 -7.49
0 5 0 7.96
1 3 0 -7.65
0 7 6 64
1 4 0 -64
0 2 0 20.0
1 5 7 -20.0
0 1 7 20.0
1 0 3 -20.0
0 0 7 20.0
1 1 6 -20.0
0 6 0 20.0
1 6 6 -20.0
0 7 7 20.0
1 6 1 -20.0
0 7 0 20.0
1 1 0 -20.0
0 0 0 20.0
1 1 1 -20.0
0 0 1 20.0
