1 3 5 -4.0
0 2 5 4.0
1 2 4 -4.0
0 2 3 4.0
1 1 4 -4.0
0 1 5 4.0
1 1 3 -4.0
0 0 5 4.0
1 2 6 -4.51
0 3 6 -2.18
1 2 2 -12.78
0 3 2 13.01
1 0 4 -7.38
0 1 2 -5.27
1 0 6 -6.1
0 0 2 -1.91
1 4 7 -5.58
0 5 4 -0.09
1 4 5 1.31
0 4 6 -5.83
1 5 5 4.24
0 5 6 -19.36
1 5 3 13.75
0 6 3 -20.68
1 5 7 8.8
0 2 7 -8.94
1 6 2 -2.11
0 3 7 -8.45
1 1 7 7.09
0 5 2 -8.78
1 2 1 -2.54
0 3 1 -1.82
1 6 7 -3.2
0 2 0 -8.77
1 4 2 -5.75
0 5 1 1.02
1 4 1 0.53
0 0 3 6.16
1 0 1 -1.41
0 4 0 -0.69
1 7 3 0.76
0 7 4 -8.46
1 7 2 6.08
0 7 1 64
1 6 5 -64
0 6 4 4.0
1 3 0 -4.0
0 1 1 4.0
1 0 0 -4.0
0 1 0 4.0
1 6 0 -4.0
0 7 5 4.0
1 6 1 -4.0
0 7 0 4.0
1 5 0 -4.0
0 6 6 4.0
1 7 7 -4.0
0 7 6 4.0
0 1 6 4.0
