1 3 5 6.0
0 2 5 -6.0
1 2 4 6.0
0 2 3 -6.0
1 1 4 6.0
0 3 6 -6.0
1 2 6 6.0
0 5 4 -6.0
1 2 2 6.0
0 1 3 1.63
1 1 2 3.28
0 1 5 -3.28
1 0 5 3.28
0 0 2 -3.28
1 0 4 3.28
0 3 2 -8.45
1 4 2 1.88
0 5 2 -10.7
1 4 7 7.99
0 2 7 -3.35
1 5 5 0.18
0 4 6 -3.28
1 4 5 -1.43
0 0 3 0.73
1 4 1 -8.5
0 3 1 -5.95
1 5 3 -6.68
0 5 7 -2.23
1 6 7 -2.98
0 3 0 -6.2
1 6 2 -2.01
0 0 6 -4.8
1 4 0 -0.29
0 5 0 -3.87
1 2 0 -1.89
0 5 6 -3.16
1 6 0 8.66
0 6 3 -10.84
1 7 4 1.96
0 6 5 -6.85
1 6 4 2.22
0 5 1 -6.04
1 6 6 1.2
0 7 2 -64
1 2 1 64
0 7 3 -6.0
1 7 5 6.0
0 7 7 -6.0
1 1 6 6.0
0 3 7 -6.0
1 7 6 6.0
0 0 7 -6.0
1 1 7 6.0
0 1 1 -6.0
1 0 0 6.0
0 1 0 -6.0
1 6 1 6.0
0 7 0 -6.0
1 7 1 6.0
1 0 1 6.0
