1 3 5 -8.0
0 2 5 8.0
1 2 4 -8.0
0 2 3 8.0
1 1 4 -8.0
0 3 6 8.0
1 2 6 -8.0
0 0 4 8.0
1 4 2 -8.0
0 5 5 8.0
1 3 2 -8.0
0 4 6 1.66
1 1 2 -5.6
0 1 5 2.32
1 5 4 -2.55
0 2 7 4.67
1 5 6 -4.93
0 2 2 6.7
1 1 3 -6.7
0 4 1 6.89
1 0 6 -7.1
0 4 5 7.8
1 3 1 -8.18
0 2 0 8.19
1 4 0 -9.62
0 3 0 11.56
1 1 0 -12.05
0 6 3 11.41
1 6 4 -11.33
0 5 3 11.59
1 2 1 -11.13
0 0 5 9.63
1 0 3 -9.53
0 5 2 8.98
1 5 0 -8.38
0 7 5 8.92
1 5 7 -8.34
0 4 7 7.88
1 6 2 -7.02
0 0 1 5.99
1 3 7 -5.31
0 6 7 6.94
1 7 2 -8.45
0 5 1 64
1 6 0 -64
0 7 3 8.0
1 6 5 -8.0
0 7 1 8.0
1 1 6 -8.0
0 1 1 8.0
1 6 6 -8.0
0 7 4 8.0
1 0 0 -8.0
0 0 2 8.0
1 6 1 -8.0
0 7 0 8.0
0 7 7 8.0
1 7 6 -8.0
0 0 7 8.0
1 1 7 -8.0
