1 3 5 8.0
0 2 3 -8.0
1 3 2 8.0
0 4 5 -8.0
1 5 4 8.0
0 2 2 -8.0
1 5 5 8.0
0 5 3 -8.0
1 4 2 0.49
0 4 1 0.79
1 5 2 0.07
0 5 1 0.22
1 2 4 -0.59
0 6 2 1.3
1 3 1 -2.02
0 1 5 2.82
1 4 0 -3.48
0 6 3 3.18
1 6 4 -4.25
0 2 5 4.14
1 1 4 -3.28
0 4 6 2.77
1 5 6 -3.06
0 2 6 2.3
1 7 4 -1.23
0 0 3 1.16
1 1 2 -0.82
0 1 3 -0.11
1 5 0 1.93
0 2 1 -3.48
1 7 3 2.91
0 7 2 -2.46
1 7 1 3.23
0 6 5 -4.85
1 4 7 5.66
0 3 7 -6.23
1 7 5 5.66
0 3 6 -5.45
1 2 7 5.16
0 3 0 -4.89
1 0 2 4.16
0 6 0 -4.41
1 5 7 6.95
0 6 7 -7.84
1 7 7 6.82
0 7 6 -6.3
1 6 6 7.91
0 0 1 -9.92
1 1 0 9.55
0 7 0 -9.46
1 1 1 8.09
0 0 4 -6.18
1 2 0 6.25
0 0 0 -8.0
1 1 7 8.0
0 1 6 -8.0
1 6 1 8.0
1 0 7 8.0
0 0 6 -8.0
1 0 5 8.0
