1 3 5 8.0
0 2 3 -8.0
1 5 2 8.0
0 5 3 -8.0
1 4 2 8.0
0 4 5 -8.0
1 3 2 8.0
0 5 1 -8.0
1 6 2 8.0
0 4 1 -8.0
1 2 2 8.0
0 6 3 -8.0
1 2 4 8.0
0 3 1 -8.0
1 3 0 8.0
0 2 0 -8.0
1 5 0 8.0
0 2 1 -8.0
1 4 0 8.0
0 6 0 -8.0
1 5 4 8.0
0 5 5 -8.0
1 4 6 8.0
0 7 2 -8.0
1 6 5 8.0
0 5 6 -8.0
1 4 7 8.0
0 5 7 -8.0
1 6 7 8.0
0 7 5 6.35
1 6 1 -10.84
0 1 2 10.7
1 1 3 -9.73
0 0 4 8.66
1 0 3 -7.63
0 0 2 8.02
1 0 1 -7.66
0 1 5 5.91
1 0 5 -5.55
0 1 4 4.0
1 0 6 -3.23
0 3 6 2.58
1 2 5 -1.7
0 2 7 -64
1 2 6 64
0 3 7 -8.0
1 1 7 8.0
0 7 0 -8.0
1 7 4 8.0
0 7 3 -8.0
1 6 4 8.0
0 6 6 -8.0
1 7 1 8.0
0 1 6 -8.0
1 0 7 8.0
1 1 0 8.0
0 0 0 -8.0
1 7 6 8.0
0 7 7 -8.0
0 1 1 -8.0
